Entidad,Entidad-N,municipio,Municipio,Localidad,Ubicación,Tipo,Edad,Sexo,Talla,Talla-M,Peso,IMC,Categoria
2,Baja California,2,Mexicali,1,Mexicali,Urbano,15,Mujer,143.2,1.4319999,44.299999,21.603182,Normal
2,Baja California,2,Mexicali,1,Mexicali,Urbano,11,Hombre,122.26,1.2226667,46.5,31.105469,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,10,Hombre,125.2,1.252,33.799999,21.562944,Sobrepeso
2,Baja California,4,Tijuana,1,Tijuana,Urbano,6,Hombre,124.06,1.2406666,32.200001,20.91923,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,14,Mujer,163,1.63,80.199997,30.185555,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,12,Mujer,155.03999,1.5503334,61.599998,25.628931,Sobrepeso
2,Baja California,4,Tijuana,1,Tijuana,Urbano,17,Hombre,168.25999,1.6826667,65.400002,23.098383,Normal
2,Baja California,4,Tijuana,1,Tijuana,Urbano,15,Hombre,136.16,1.3616667,78.400002,42.283844,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,13,Hombre,149.64,1.4963334,44.200001,19.740837,Normal
2,Baja California,4,Tijuana,1,Tijuana,Urbano,9,Hombre,142.34,1.4233333,38.400002,18.954748,Sobrepeso
2,Baja California,4,Tijuana,1,Tijuana,Urbano,6,Mujer,118.34,1.1833334,31.799999,22.709776,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,14,Hombre,168.3,1.6830001,83.099998,29.338152,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,5,Mujer,110.24,1.1023333,26.4,21.725916,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,7,Mujer,125.26,1.2526667,33.459999,21.32332,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,12,Mujer,164.14,1.6413333,66.199997,24.573351,Sobrepeso
2,Baja California,4,Tijuana,1,Tijuana,Urbano,7,Hombre,122.54,1.2253333,36.400002,24.243364,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,17,Mujer,170.16,1.7016667,66.099998,22.827188,Normal
2,Baja California,4,Tijuana,1,Tijuana,Urbano,12,Hombre,149.46001,1.4946666,61.5,27.528749,Obesidad
2,Baja California,4,Tijuana,1,Tijuana,Urbano,6,Hombre,117.3,1.173,26.9,19.550426,Obesidad
2,Baja California,2,Mexicali,211,Ejido Lázaro Cárdenas (La Mosca),Rural,14,Hombre,166.34,1.6633333,80.099998,28.951693,Obesidad
2,Baja California,2,Mexicali,211,Ejido Lázaro Cárdenas (La Mosca),Rural,18,Hombre,165.16,1.6516668,65.300003,23.936924,Normal
2,Baja California,2,Mexicali,211,Ejido Lázaro Cárdenas (La Mosca),Rural,19,Mujer,160.14,1.6013333,72.099998,28.117184,Sobrepeso
2,Baja California,2,Mexicali,211,Ejido Lázaro Cárdenas (La Mosca),Rural,8,Mujer,123.24,1.2323333,25.200001,16.593737,Normal
2,Baja California,2,Mexicali,211,Ejido Lázaro Cárdenas (La Mosca),Rural,9,Hombre,129.34,1.2933333,38.32,22.908918,Obesidad
2,Baja California,2,Mexicali,211,Ejido Lázaro Cárdenas (La Mosca),Rural,14,Hombre,169.44,1.6943333,81.400002,28.354807,Obesidad
2,Baja California,2,Mexicali,211,Ejido Lázaro Cárdenas (La Mosca),Rural,12,Mujer,149.44,1.4943334,52.299999,23.421068,Sobrepeso
3,Baja California Sur,3,La Paz,1,La Paz,Urbano,12,Mujer,140.14,1.4013333,49.040001,24.972818,Sobrepeso
3,Baja California Sur,3,La Paz,1,La Paz,Urbano,9,Mujer,129.25999,1.2926667,31.16,18.647659,Sobrepeso
3,Baja California Sur,3,La Paz,1,La Paz,Urbano,7,Hombre,115.06,1.1506667,19.1,14.425613,Normal
3,Baja California Sur,3,La Paz,1,La Paz,Urbano,19,Mujer,165.24001,1.6523334,56.040001,20.525927,Normal
3,Baja California Sur,3,La Paz,1,La Paz,Urbano,8,Mujer,113.2,1.132,20,15.607637,Normal
3,Baja California Sur,3,La Paz,1,La Paz,Urbano,6,Hombre,117.56,1.1756667,22.26,16.104853,Normal
3,Baja California Sur,3,La Paz,1,La Paz,Urbano,17,Mujer,164.24001,1.6423334,71.160004,26.382339,Sobrepeso
4,Campeche,3,Carmen,1,Ciudad del Carmen,Urbano,9,Hombre,130.86,1.3086667,56.939999,33.247528,Obesidad
4,Campeche,3,Carmen,1,Ciudad del Carmen,Urbano,8,Mujer,132.14,1.3213333,23,13.173558,Normal
4,Campeche,3,Carmen,1,Ciudad del Carmen,Urbano,8,Mujer,118.44,1.1843333,18.299999,13.046775,Normal
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,19,Hombre,158.60001,1.5860001,58.540001,23.272675,Normal
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,8,Hombre,126.6,1.266,32.599998,20.339964,Obesidad
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,16,Hombre,167.36,1.6736667,65.440002,23.361748,Normal
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,11,Mujer,142.53999,1.4253334,47.299999,23.282427,Sobrepeso
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,8,Hombre,119.36,1.1936667,24.24,17.012434,Normal
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,17,Hombre,155.74001,1.5573334,51.240002,21.127396,Normal
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,8,Mujer,125.14,1.2513334,24.540001,15.672149,Normal
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,13,Mujer,151.74001,1.5173334,43.34,18.824648,Normal
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,12,Mujer,151.16,1.5116668,49.400002,21.617966,Sobrepeso
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,6,Mujer,110.14,1.1013333,22.139999,18.253244,Sobrepeso
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,15,Mujer,155.14,1.5513333,52.599998,21.856243,Normal
4,Campeche,11,Candelaria,153,Emiliano Zapata,Rural,9,Mujer,121.3,1.2130001,26.4,17.942472,Normal
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,16,Mujer,162,1.62,67.099998,25.567749,Sobrepeso
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,18,Mujer,150.8,1.508,47.799999,21.019636,Normal
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,7,Mujer,119.5,1.1950001,23.200001,16.246214,Normal
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,15,Hombre,170.10001,1.7010001,53.099998,18.352102,Normal
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,11,Mujer,148.5,1.485,40.700001,18.456167,Normal
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,17,Mujer,143.2,1.4319999,57.099998,27.845184,Sobrepeso
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,18,Hombre,168.3,1.6830001,68.599998,24.218979,Normal
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,16,Hombre,167.5,1.675,70.199997,25.021164,Sobrepeso
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,6,Mujer,144.5,1.4450001,44.599998,21.359896,Obesidad
5,Coahuila de Zaragoza,17,Matamoros,1,Matamoros,Urbano,19,Mujer,159.3,1.5930001,61.200001,24.11681,Normal
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,15,Hombre,175.8,1.758,64.300003,20.805265,Normal
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,10,Mujer,151.3,1.513,44.400002,19.395685,Sobrepeso
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,7,Mujer,127.2,1.272,28.6,17.676319,Sobrepeso
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,17,Mujer,153.5,1.535,48.599998,20.626213,Normal
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,11,Mujer,126.3,1.263,36.200001,22.69352,Sobrepeso
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,8,Mujer,132.89999,1.329,26.200001,14.833763,Normal
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,8,Hombre,118.5,1.1849999,32.400002,23.073229,Obesidad
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,18,Mujer,164.5,1.645,41.34,15.277021,Normal
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,9,Hombre,132,1.3200001,25.26,14.497244,Normal
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,8,Mujer,123.5,1.235,27.799999,18.226818,Sobrepeso
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,12,Hombre,139.39999,1.3939999,30,15.438167,Normal
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,10,Mujer,131.5,1.3150001,25.299999,14.63083,Normal
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,13,Mujer,156.5,1.5650001,44.299999,18.087353,Normal
5,Coahuila de Zaragoza,28,Sabinas,3,Cloete,Urbano,10,Hombre,141,1.41,42.5,21.377195,Sobrepeso
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,19,Mujer,160,1.6,58.799999,22.968748,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,7,Hombre,126.8,1.268,30.700001,19.094131,Sobrepeso
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,18,Hombre,180,1.8,80,24.69136,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,10,Hombre,150.2,1.502,45,19.946774,Sobrepeso
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,17,Mujer,169.5,1.6950001,63.860001,22.227442,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,6,Hombre,116.2,1.1619999,21.799999,16.145231,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,17,Hombre,172.60001,1.7260001,71.900002,24.135,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,6,Mujer,114.5,1.145,19.5,14.873859,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,17,Hombre,178,1.78,64,20.199471,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,5,Mujer,116.46,1.1646667,26.4,19.462591,Obesidad
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,5,Hombre,110.64,1.1063333,19.9,16.258524,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,18,Hombre,170,1.7,74.300003,25.709343,Sobrepeso
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,14,Hombre,169,1.6900001,72,25.2092,Sobrepeso
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,5,Mujer,113.2,1.132,20.200001,15.763715,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,5,Mujer,116.8,1.168,23.5,17.22591,Sobrepeso
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,12,Mujer,158.3,1.5830001,60.200001,24.023409,Sobrepeso
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,16,Mujer,165.3,1.653,63.5,23.239567,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,8,Mujer,130.5,1.3049999,29.040001,17.052011,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,16,Hombre,173.06,1.7306666,72.099998,24.071791,Sobrepeso
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,15,Mujer,165,1.65,60,22.038568,Normal
5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,Urbano,14,Hombre,161,1.61,67,25.847767,Sobrepeso
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,13,Mujer,161.3,1.613,45.860001,17.626467,Normal
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,8,Mujer,135,1.35,39.799999,21.838133,Obesidad
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,18,Hombre,168.5,1.6849999,67.400002,23.738874,Normal
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,9,Hombre,116,1.16,29.799999,22.146255,Obesidad
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,13,Hombre,167.8,1.678,59.360001,21.081913,Normal
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,8,Mujer,123.5,1.235,26.4,17.308922,Normal
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,5,Mujer,108.5,1.085,28.200001,23.954638,Obesidad
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,13,Hombre,156.5,1.5650001,51.400002,20.986229,Sobrepeso
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,8,Hombre,126.5,1.265,36.200001,22.62182,Obesidad
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,15,Hombre,187.2,1.872,86.900002,24.797512,Sobrepeso
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,6,Mujer,110,1.1,19.200001,15.867768,Normal
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,8,Mujer,133.8,1.3380001,26.4,14.746593,Normal
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,18,Mujer,164.5,1.645,41.34,15.277021,Normal
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,16,Mujer,158.3,1.5830001,54,21.549236,Normal
5,Coahuila de Zaragoza,35,Torreón,1,Torreón,Urbano,8,Mujer,121.4,1.214,21.299999,14.452475,Normal
6,Colima,7,Manzanillo,1,Manzanillo,Urbano,18,Hombre,169.14,1.6913333,53.200001,18.597443,Normal
6,Colima,7,Manzanillo,1,Manzanillo,Urbano,7,Hombre,124.5,1.245,23,14.83847,Normal
6,Colima,7,Manzanillo,1,Manzanillo,Urbano,13,Mujer,148.5,1.485,51.200001,23.217587,Sobrepeso
6,Colima,7,Manzanillo,1,Manzanillo,Urbano,8,Mujer,131.2,1.3119999,29.74,17.277199,Normal
6,Colima,7,Manzanillo,1,Manzanillo,Urbano,13,Mujer,158,1.58,47.799999,19.147572,Normal
7,Chiapas,27,Chiapa de Corzo,1,Chiapa de Corzo,Urbano,19,Mujer,165.36,1.6536667,72.800003,26.621677,Sobrepeso
7,Chiapas,27,Chiapa de Corzo,1,Chiapa de Corzo,Urbano,12,Mujer,152.03999,1.5203334,58.560001,25.335144,Obesidad
7,Chiapas,27,Chiapa de Corzo,1,Chiapa de Corzo,Urbano,18,Hombre,168.25999,1.6826667,65.059998,22.978298,Normal
7,Chiapas,27,Chiapa de Corzo,1,Chiapa de Corzo,Urbano,14,Hombre,130.2,1.3019999,33.599998,19.820625,Normal
7,Chiapas,27,Chiapa de Corzo,1,Chiapa de Corzo,Urbano,11,Hombre,142.53999,1.4253334,42.34,20.840971,Sobrepeso
7,Chiapas,27,Chiapa de Corzo,1,Chiapa de Corzo,Urbano,12,Hombre,155.44,1.5543333,53.139999,21.995468,Sobrepeso
7,Chiapas,78,San Cristóbal de las Casas,1,San Cristóbal de las Casas,Urbano,8,Hombre,126,1.26,38,23.935501,Obesidad
7,Chiapas,78,San Cristóbal de las Casas,1,San Cristóbal de las Casas,Urbano,19,Mujer,155.03999,1.5503334,54.060001,22.491884,Normal
7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Urbano,12,Hombre,153.74001,1.5373334,60.740002,25.700331,Obesidad
7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Urbano,16,Mujer,133.25999,1.3326666,72,40.540531,Obesidad
7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Urbano,12,Hombre,152.34,1.5233333,68.800003,29.648216,Obesidad
7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Urbano,7,Hombre,124.84,1.2483333,23.299999,14.951844,Normal
7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Urbano,16,Mujer,162,1.62,68.940002,26.268864,Sobrepeso
7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Urbano,16,Mujer,159.36,1.5936667,62.040001,24.427376,Sobrepeso
7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Urbano,19,Mujer,156.86,1.5686667,68.059998,27.658623,Sobrepeso
7,Chiapas,101,Tuxtla Gutiérrez,1,Tuxtla Gutiérrez,Urbano,14,Hombre,160.14,1.6013333,56.060001,21.86199,Sobrepeso
7,Chiapas,3,Acapetahua,344,Familia Nuñez,Rural,14,Hombre,154.74001,1.5473334,56.939999,23.78207,Sobrepeso
7,Chiapas,3,Acapetahua,344,Familia Nuñez,Rural,16,Hombre,164.34,1.6433333,78.339996,29.008965,Obesidad
7,Chiapas,3,Acapetahua,344,Familia Nuñez,Rural,7,Mujer,115.26,1.1526667,21.6,16.257219,Normal
7,Chiapas,3,Acapetahua,344,Familia Nuñez,Rural,9,Hombre,124.26,1.2426667,25.26,16.357767,Normal
7,Chiapas,3,Acapetahua,344,Familia Nuñez,Rural,15,Mujer,161.36,1.6136667,69.5,26.690529,Sobrepeso
7,Chiapas,3,Acapetahua,344,Familia Nuñez,Rural,12,Hombre,148.74001,1.4873334,36.060001,16.300806,Normal
7,Chiapas,3,Acapetahua,344,Familia Nuñez,Rural,15,Mujer,152.46001,1.5246665,60.200001,25.896839,Sobrepeso
7,Chiapas,3,Acapetahua,344,Familia Nuñez,Rural,12,Hombre,144.10001,1.4410001,36.5,17.577812,Normal
7,Chiapas,3,Acapetahua,344,Familia Nuñez,Rural,10,Hombre,138.5,1.385,37.540001,19.570177,Sobrepeso
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,12,Hombre,156.44,1.5643333,43.860001,17.922972,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,16,Mujer,153.3,1.533,48.599998,20.680067,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,6,Mujer,113.2,1.132,22.76,17.761492,Sobrepeso
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,15,Mujer,168,1.6799999,65.199997,23.100906,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,11,Hombre,136.2,1.362,38.060001,20.517035,Sobrepeso
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,14,Hombre,168.5,1.6849999,62.799999,22.118713,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,17,Mujer,127.94,1.2793334,63.200001,38.614429,Obesidad
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,14,Mujer,156.25999,1.5626667,62.5,25.594542,Sobrepeso
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,10,Mujer,136.53999,1.3653334,39.200001,21.028517,Sobrepeso
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,9,Hombre,136.2,1.362,32.5,17.5198,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,13,Hombre,138.25999,1.3826666,31.1,16.267673,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,7,Hombre,151.36,1.5136666,58.799999,25.663557,Obesidad
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,16,Mujer,160.75999,1.6076666,52.34,20.25078,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,10,Mujer,128.36,1.2836667,28.5,17.295784,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,17,Mujer,158.8,1.5880001,62.34,24.720984,Sobrepeso
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,15,Mujer,142,1.42,38.459999,19.073597,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,11,Mujer,135.3,1.353,31.200001,17.043509,Normal
7,Chiapas,27,Chiapa de Corzo,70,El Paraíso,Rural,11,Hombre,135.84,1.3583332,34.299999,18.590088,Normal
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,6,Mujer,104.24,1.0423332,15.84,14.579479,Normal
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,6,Hombre,132.96001,1.3296666,20.76,11.741993,Normal
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,19,Mujer,153.14,1.5313333,56.860001,24.247524,Normal
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,18,Mujer,148.89999,1.489,61.360001,27.675531,Sobrepeso
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,14,Mujer,153,1.53,45.099998,19.266094,Normal
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,15,Hombre,153.06,1.5306667,58.799999,25.096666,Sobrepeso
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,6,Hombre,106.94,1.0693333,19.5,17.053299,Sobrepeso
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,17,Mujer,147.44,1.4743333,51.900002,23.876795,Normal
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,5,Hombre,103.14,1.0313333,12.74,11.977641,Normal
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,7,Mujer,132.25999,1.3226666,22.66,12.952663,Normal
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,6,Hombre,112.5,1.125,20.6,16.276543,Normal
7,Chiapas,52,Las Margaritas,111,San Antonio los Altos,Rural,18,Hombre,158.2,1.582,60.5,24.173658,Normal
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,12,Mujer,143.64,1.4363333,44.84,21.734776,Sobrepeso
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,11,Mujer,139.44,1.3943334,37.259998,19.165035,Normal
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,16,Hombre,161.86,1.6186666,56.200001,21.449713,Normal
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,13,Mujer,145.66,1.4566667,53.200001,25.07213,Sobrepeso
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,10,Hombre,135.39999,1.354,38.799999,21.163836,Sobrepeso
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,9,Mujer,131.10001,1.3110001,31.9,18.56031,Normal
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,14,Mujer,150.2,1.502,56.139999,24.884708,Sobrepeso
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,11,Mujer,141.60001,1.416,38.200001,19.051836,Normal
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,12,Mujer,146.5,1.465,29.6,13.791656,Normal
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,10,Hombre,124.34,1.2433333,19.799999,12.808256,Normal
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,10,Hombre,135.64,1.3563333,42.799999,23.265423,Obesidad
7,Chiapas,71,Villa Comaltitlán,198,23 de Enero,Rural,8,Hombre,133.06,1.3306667,33.16,18.727335,Sobrepeso
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,18,Hombre,167.94,1.6793333,66.559998,23.601494,Normal
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,10,Hombre,132.94,1.3293333,29,16.410818,Normal
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,8,Mujer,115.24,1.1523333,21.16,15.935271,Normal
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,10,Hombre,128.24001,1.2823334,26.860001,16.334435,Normal
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,11,Mujer,138.34,1.3833333,40.5,21.164175,Sobrepeso
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,6,Hombre,102,1.02,17.1,16.435987,Normal
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,15,Hombre,162.03999,1.6203334,50.599998,19.272663,Normal
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,10,Mujer,137.74001,1.3773334,29.4,15.497768,Normal
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,5,Hombre,101.7,1.017,17.059999,16.494425,Normal
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,12,Mujer,131.64,1.3163333,42.5,24.527721,Sobrepeso
7,Chiapas,96,Tila,90,Monterrey 1ra. Sección,Rural,9,Mujer,148.14,1.4813333,29.84,13.598572,Normal
8,Chihuahua,1,Ahumada,1,Miguel Ahumada,Urbano,12,Mujer,151.2,1.512,53.060001,23.209389,Sobrepeso
8,Chihuahua,1,Ahumada,1,Miguel Ahumada,Urbano,13,Mujer,149.66,1.4966667,55.799999,24.910589,Sobrepeso
